customerID;Churn;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;Charges.Monthly;Charges.Total
0018-NYROU;No;Female;0;Yes;No;5;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;6895;3515
0019-EFAEP;No;Female;0;No;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Two year;Yes;Bank transfer (automatic);1013;726125
0019-GFNTW;No;Female;0;No;No;56;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);4505;25601
0020-INWCK;No;Female;0;Yes;Yes;71;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Two year;Yes;Credit card (automatic);9575;68494
0020-JDNXP;No;Female;0;Yes;Yes;34;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;No;Mailed check;6125;19932
0021-IKXGC;No;Female;1;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;721;721
0022-TCJCI;Yes;Male;1;No;No;45;Yes;No;DSL;Yes;No;Yes;No;No;Yes;One year;No;Credit card (automatic);627;27915
0023-HGHWL;Yes;Male;1;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;251;251
0023-UYUPN;No;Female;1;Yes;No;50;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;252;13063
0023-XUOPT;Yes;Female;0;Yes;No;13;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;No;Electronic check;941;12156
0027-KWYKW;No;Female;0;Yes;Yes;23;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;8375;184995
0030-FNXPP;No;Female;0;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1985;572
0031-PVLZI;Yes;Female;0;Yes;Yes;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2035;7635
0032-PGELS;Yes;Female;0;Yes;Yes;1;No;No phone service;DSL;Yes;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);305;305
0036-IHMOT;No;Female;0;Yes;Yes;55;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);1037;565675
0040-HALCW;No;Male;0;Yes;Yes;54;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);204;10906
0042-JVWOJ;No;Male;0;No;No;26;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);196;47185
0042-RLHYP;No;Female;0;Yes;Yes;69;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);197;13969
0048-LUMLS;No;Male;0;Yes;Yes;37;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;One year;No;Credit card (automatic);912;324755
0048-PIHNL;No;Female;0;Yes;No;49;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);2045;9009
0052-DCKON;No;Male;0;Yes;No;66;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Bank transfer (automatic);1158;794215
0052-YNYOT;No;Female;0;No;No;67;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;2055;13434
0056-EPFBG;No;Male;0;Yes;Yes;20;No;No phone service;DSL;Yes;No;Yes;Yes;No;No;Two year;Yes;Credit card (automatic);394;8254
0057-QBUQH;No;Female;0;No;Yes;43;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Electronic check;251;107015
0058-EVZWM;No;Female;0;Yes;No;55;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);898;49596
0060-FUALY;No;Female;0;Yes;No;59;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;9475;559765
0064-SUDOG;No;Female;0;Yes;Yes;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);203;2245
0064-YIJGF;No;Male;0;Yes;Yes;27;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);7575;19290
0067-DKWBL;Yes;Male;1;No;No;2;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;4925;911
0068-FIGTF;No;Female;0;No;No;27;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;No;Mailed check;782;207895
0071-NDAFP;No;Male;0;Yes;Yes;25;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);255;6306
0074-HDKDG;No;Male;0;Yes;Yes;25;Yes;No;DSL;Yes;Yes;Yes;No;No;No;One year;Yes;Bank transfer (automatic);616;16110
0076-LVEPS;No;Male;0;No;Yes;29;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Month-to-month;Yes;Mailed check;450;124245
0078-XZMHT;No;Male;0;Yes;No;72;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);8515;63162
0080-EMYVY;No;Female;0;No;No;14;Yes;No;DSL;No;Yes;No;No;No;No;One year;No;Credit card (automatic);5145;72785
0080-OROZO;No;Female;0;No;No;35;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;9925;35320
0082-LDZUE;No;Male;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;443;443
0082-OQIQY;No;Male;0;No;No;29;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;942;26076
0083-PIVIK;No;Male;0;No;No;64;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;One year;No;Electronic check;8125;556755
0089-IIQKO;No;Female;0;Yes;Yes;39;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);9995;37674
0093-EXYQL;No;Female;1;No;No;40;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9155;36736
0093-XWZFY;Yes;Male;0;No;No;40;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);1045;403685
0094-OIFMO;Yes;Female;1;No;No;11;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;950;11203
0096-BXERS;No;Female;0;Yes;No;6;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;5035;31455
0096-FCPUF;No;Male;0;No;No;30;Yes;Yes;DSL;Yes;No;No;No;No;Yes;Month-to-month;Yes;Mailed check;645;188845
0098-BOWSO;No;Male;0;No;No;27;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;194;5298
0100-DUVFC;No;Male;1;Yes;No;70;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;1048;730895
0103-CSITQ;No;Female;0;Yes;No;57;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);1094;62527
0104-PPXDV;No;Male;0;Yes;No;58;Yes;No;DSL;No;No;Yes;No;No;No;One year;No;Credit card (automatic);503;287855
0106-GHRQR;No;Male;0;No;No;16;Yes;Yes;DSL;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);714;12121
0106-UGRDO;No;Female;0;Yes;No;69;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;1160;818285
0107-WESLM;Yes;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;1985;1985
0107-YHINA;Yes;Male;0;No;Yes;1;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;9975;9975
0111-KLBQG;No;Male;1;Yes;Yes;32;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;9395;286145
0112-QAWRZ;No;Male;0;Yes;Yes;16;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);908;14422
0112-QWPNC;Yes;Male;0;Yes;No;49;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;No;Electronic check;8435;405935
0114-IGABW;No;Female;0;Yes;No;71;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);5825;41459
0114-PEGZZ;No;Female;0;No;No;33;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;10755;36455
0114-RSRRW;No;Female;0;Yes;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);1995;18775
0115-TFERT;Yes;Male;0;Yes;No;21;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;1112;23171
0117-LFRMW;Yes;Male;0;Yes;Yes;37;No;No phone service;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);402;14488
0118-JPNOY;No;Female;1;No;No;26;Yes;No;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);858;219365
0121-SNYRK;No;Male;0;No;No;50;No;No phone service;DSL;Yes;No;No;Yes;No;No;One year;Yes;Mailed check;354;17489
0122-OAHPZ;Yes;Female;0;No;No;7;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7385;51125
0123-CRBRT;No;Female;0;Yes;Yes;61;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;881;552675
0125-LZQXK;Yes;Male;0;No;No;15;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;10135;155395
0128-MKWSG;No;Female;0;No;Yes;26;No;No phone service;DSL;Yes;No;No;Yes;No;Yes;Month-to-month;No;Mailed check;458;11470
0129-KPTWJ;No;Male;0;Yes;No;72;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;9465;674735
0129-QMPDR;No;Male;0;Yes;Yes;44;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);205;86505
0130-SXOUN;No;Male;0;No;No;66;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;No;Credit card (automatic);894;59769
0133-BMFZO;Yes;Female;0;No;No;2;Yes;No;Fiber optic;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check;8625;18165
0134-XWXCE;No;Female;1;No;No;44;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;One year;No;Bank transfer (automatic);7485;326805
0135-NMXAP;Yes;Female;0;No;No;12;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);8975;10524
0136-IFMYD;No;Male;1;Yes;No;69;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;10995;763425
0137-OCGAB;Yes;Female;0;No;No;1;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;802;802
0137-UDEUO;Yes;Female;0;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1985;6375
0139-IVFJG;No;Female;0;Yes;No;2;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;No;Electronic check;9035;1905
0141-YEAYS;No;Female;1;No;No;27;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);8645;240105
0142-GVYSN;No;Male;0;No;No;26;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;203;51125
0147-ESWWR;No;Female;1;Yes;No;39;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;10125;394915
0148-DCDOS;Yes;Male;0;No;No;25;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);947;23621
0151-ONTOV;Yes;Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;709;709
0156-FVPTA;Yes;Male;0;Yes;No;22;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;542;11527
0164-APGRB;No;Female;0;No;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;1149;84967
0164-XAIRP;No;Female;0;No;No;24;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);1955;4702
0168-XZKBB;No;Female;0;Yes;No;19;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;8685;15644
0174-QRVVY;No;Male;0;Yes;Yes;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);2535;184755
0177-PXBAT;No;Male;1;Yes;No;33;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);1099;36947
0178-CIIKR;No;Female;0;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1995;580
0178-SZBHO;No;Male;0;Yes;Yes;47;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;No;Electronic check;872;401745
0181-RITDD;No;Male;0;Yes;Yes;62;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;10815;682565
0186-CAERR;No;Male;0;No;No;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);1163;830955
0187-QSXOE;No;Male;1;Yes;No;7;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;890;60545
0187-WZNAB;No;Female;0;Yes;Yes;27;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;744;197235
0188-GWFLE;No;Male;0;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2005;337
0191-EQUUH;No;Female;0;No;Yes;25;No;No phone service;DSL;Yes;No;No;Yes;No;No;Two year;No;Bank transfer (automatic);3505;84445
0191-ZHSKZ;No;Male;1;No;No;30;Yes;No;DSL;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;7475;21113
0193-ESZXP;Yes;Female;1;Yes;No;58;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);1055;62055
0195-IESCP;Yes;Male;0;Yes;No;10;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;8525;8553
0196-JTUQI;No;Female;0;No;No;9;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);752;63385
0196-VULGZ;Yes;Female;1;Yes;No;6;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;8435;4749
0197-PNKNK;No;Female;0;Yes;Yes;69;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;One year;No;Bank transfer (automatic);8445;58486
0201-MIBOL;No;Female;1;No;No;66;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);1024;647185
0201-OAMXR;Yes;Female;0;No;No;70;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);11555;81276
0203-HHYIJ;Yes;Male;0;No;No;25;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);253;67635
0206-OYVOC;No;Female;0;Yes;Yes;46;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;1925;8642
0206-TBWLC;No;Female;0;Yes;No;54;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;11465;60495
0207-MDKNV;Yes;Female;0;No;No;15;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;No;Electronic check;1051;158275
0208-BPQEJ;No;Female;0;Yes;Yes;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);194;1981
0212-ISBBF;No;Female;0;No;No;22;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;5035;109885
0214-JHPFW;No;Female;0;Yes;No;70;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);578;40393
0215-BQKGS;No;Male;0;No;No;30;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);843;24386
0218-QNVAS;No;Male;0;Yes;Yes;71;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;One year;No;Bank transfer (automatic);10055;711375
0219-QAERP;No;Male;0;Yes;No;30;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);198;57665
0219-YTZUE;Yes;Male;0;Yes;Yes;4;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);848;3719
0220-EBGCE;Yes;Male;0;No;No;2;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;8585;1673
0221-NAUXK;No;Male;0;No;Yes;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);1995;2195
0221-WMXNQ;No;Male;1;No;No;4;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;7535;2734
0222-CNVPT;No;Male;1;No;No;52;No;No phone service;DSL;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);488;255505
0224-HJAPT;Yes;Male;0;No;No;5;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;4715;22315
0224-NIJLP;No;Male;0;Yes;Yes;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;2015;1655
0224-RLWWD;No;Female;1;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;443;893
0225-ZORZP;No;Male;0;No;No;3;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;No;Electronic check;843;23505
0228-MAUWC;No;Male;0;No;No;19;Yes;Yes;DSL;No;No;Yes;Yes;No;No;Month-to-month;No;Electronic check;5955;11446
0229-LFJAF;No;Male;0;No;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);6965;490825
0230-UBYPQ;No;Male;1;Yes;No;63;No;No phone service;DSL;Yes;No;No;Yes;No;No;One year;No;Bank transfer (automatic);361;22989
0230-WEQUW;No;Male;0;Yes;No;66;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);566;37892
0231-LXVAP;Yes;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;759;759
0233-FTHAV;No;Female;0;No;No;60;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;One year;Yes;Bank transfer (automatic);792;47650
0234-TEVTT;No;Female;0;Yes;Yes;48;No;No phone service;DSL;Yes;No;Yes;No;No;Yes;One year;No;Credit card (automatic);450;21963
0235-KGSLC;Yes;Female;0;No;No;1;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);8555;8555
0236-HFWSV;Yes;Male;0;No;No;15;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9335;144465
0237-YFUTL;No;Female;0;Yes;No;50;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);10965;54058
0238-WHBIQ;No;Male;0;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);897;63393
0239-OXEXL;No;Female;0;No;No;46;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;No;Mailed check;8425;38476
0244-LGNFY;No;Female;0;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);9265;67330
0247-SLUJI;No;Male;0;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;197;197
0248-IPDFW;No;Female;0;No;No;1;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;501;501
0248-PGHBZ;No;Female;1;No;No;67;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);9245;614085
0253-ZTEOB;No;Female;0;Yes;Yes;48;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;Two year;No;Electronic check;7965;38703
0254-FNMCI;No;Female;0;No;No;72;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;1099;76242
0254-KCJGT;No;Male;0;Yes;No;52;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;One year;Yes;Credit card (automatic);814;435445
0254-WWRKD;No;Female;0;Yes;Yes;67;Yes;No;DSL;No;Yes;No;No;No;No;One year;No;Credit card (automatic);5055;343175
0256-LTHVJ;Yes;Female;0;Yes;Yes;28;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;8105;22271
0257-KXZGU;No;Female;0;Yes;Yes;32;Yes;Yes;DSL;No;Yes;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);6245;204555
0257-ZESQC;Yes;Female;1;Yes;No;27;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);752;192935
0258-NOKBL;No;Male;0;No;No;3;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;No;Electronic check;904;26845
0259-GBZSH;Yes;Male;0;No;No;2;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;8565;1815
0260-ZDLGK;Yes;Female;0;No;Yes;9;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Mailed check;729;6514
0263-FJTQO;No;Male;0;Yes;Yes;50;Yes;Yes;DSL;Yes;No;No;Yes;Yes;No;Two year;Yes;Credit card (automatic);705;348665
0264-CNITK;No;Female;0;Yes;Yes;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);201;13896
0265-EDXBD;Yes;Male;1;Yes;No;32;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;749;230335
0265-PSUAE;No;Female;0;Yes;Yes;16;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;No;Bank transfer (automatic);1007;15227
0266-CLZKZ;No;Female;0;Yes;Yes;67;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);10565;67179
0266-GMEAO;No;Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);1143;805855
0268-QKIWO;Yes;Female;0;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;1975;5885
0269-XFESX;No;Male;0;Yes;Yes;23;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;2435;5385
0270-THENM;No;Male;0;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);6985;510235
0274-JKUJR;No;Male;0;Yes;Yes;7;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;No;Mailed check;5885;4657
0277-BKSQP;No;Male;0;Yes;Yes;8;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;544;4751
0277-ORXQS;No;Male;0;Yes;Yes;66;No;No phone service;DSL;No;No;No;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);5055;336455
0278-YXOOG;Yes;Male;0;No;No;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2105;11385
